name,price,url
Hydration heroes,Not Found,https://www.zeptonow.com/pn/hydration-heroes/pvid/fbe0aa03-266e-4279-952b-d149044dbdb6
Coccinia 250 g Combo,Not Found,https://www.zeptonow.com/pn/coccinia-250-g-combo/pvid/8248872d-5cfa-4630-a891-56338dc58f68
Coconut Kalash 1 pc Combo,Not Found,https://www.zeptonow.com/pn/coconut-kalash-1-pc-combo/pvid/0dac3bc6-6959-4665-bcf8-3280eb069344
Rosemary 10 g Combo,Not Found,https://www.zeptonow.com/pn/rosemary-10-g-combo/pvid/84647539-dcfb-4dbb-8d8c-78e51b9bfdf4
Apple Royal Gala(2pc) & Banana Robusta (4pc) Combo,Not Found,https://www.zeptonow.com/pn/apple-royal-gala2pc-banana-robusta-4pc-combo/pvid/304e9ebc-84a4-4480-b6de-2f3e07a57285
Apple Royal Gala 4 pc Combo,Not Found,https://www.zeptonow.com/pn/apple-royal-gala-4-pc-combo/pvid/d2e65388-bcdd-4e87-a04e-e6a69e2d47b8
Ginger 200 g Combo,Not Found,https://www.zeptonow.com/pn/ginger-200-g-combo/pvid/6c03ba5d-7831-48eb-8c2b-fb26767dda2c
Tender Coconut 1 pc Combo,Not Found,https://www.zeptonow.com/pn/tender-coconut-1-pc-combo/pvid/d2490e78-fd3b-43a8-9602-9ab73fd1adb5
Cooking Essentials,Not Found,https://www.zeptonow.com/pn/cooking-essentials/pvid/2297cad6-c8ab-463c-923b-1b078244a2f9
Beans French & Carrot Ooty,Not Found,https://www.zeptonow.com/pn/beans-french-carrot-ooty/pvid/95d51450-e4a7-404f-8591-f90782645bd4
Beans Haricot 250 g Combo,Not Found,https://www.zeptonow.com/pn/beans-haricot-250-g-combo/pvid/61d0910f-e045-4a2b-8667-39cdb65d019d
Papaya 1 pc Combo,Not Found,https://www.zeptonow.com/pn/papaya-1-pc-combo/pvid/28adfd7a-4f91-4ab6-834e-1cf38908f4d4
Pluckk Papaya Cut 200 g Combo,Not Found,https://www.zeptonow.com/pn/pluckk-papaya-cut-200-g-combo/pvid/fd25edd1-56ff-4464-895a-3ab5ab518f2b
Orange Imported 2 pc Combo,Not Found,https://www.zeptonow.com/pn/orange-imported-2-pc-combo/pvid/3543e05b-4ffd-41d2-9881-f4c5b68c2f0c
Organic Lady Finger 250 g Combo,Not Found,https://www.zeptonow.com/pn/organic-lady-finger-250-g-combo/pvid/3571389e-4b0e-4c2b-b4aa-29d784e940a1
Banana (4pc) & Sweet Potato (500g) & Apple Royal Gala (2pc) & Grapes Green Seedless (500g) & Watermelon Kiran (1pc) Combo,Not Found,https://www.zeptonow.com/pn/banana-4pc-sweet-potato-500g-apple-royal-gala-2pc-grapes-green-seedless-500g-watermelon-kiran-1pc-combo/pvid/82b0f186-08f2-459b-926f-cca17542b6de
